Date,IT Dep.,CostElement,Country,Budget
01-04-2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
01-05-2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
01-06-2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
01-07-2020,Core Infrastructure,Depreciation,New Zealand,"82,256"
01-08-2020,Core Infrastructure,Depreciation,New Zealand,"82,256"
01-09-2020,Core Infrastructure,Depreciation,New Zealand,"82,256"
01-10-2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
01-11-2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
01-12-2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
01-01-2020,Core Infrastructure,Employee Performance,USA,87
01-02-2020,Core Infrastructure,Employee Performance,USA,87
01-03-2020,Core Infrastructure,Employee Performance,USA,87
01-04-2020,Core Infrastructure,Employee Performance,USA,87
01-05-2020,Core Infrastructure,Employee Performance,USA,87
01-06-2020,Core Infrastructure,Employee Performance,USA,87
01-07-2020,Core Infrastructure,Employee Performance,USA,87
01-08-2020,Core Infrastructure,Employee Performance,USA,87
01-09-2020,Core Infrastructure,Employee Performance,USA,87
01-10-2020,Core Infrastructure,Employee Performance,USA,87
01-11-2020,Core Infrastructure,Employee Performance,USA,87
01-12-2020,Core Infrastructure,Employee Performance,USA,87
01-01-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-02-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-03-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-04-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-05-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-06-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-07-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-08-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-09-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-10-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-11-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-12-2020,Core Infrastructure,External Labor,Brazil,"24,410"
01-01-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-02-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-03-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-04-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-05-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-06-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-07-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-08-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-09-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-10-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-11-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-12-2020,Core Infrastructure,External Labor,Canada,"21,535"
01-01-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-02-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-03-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-04-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-05-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-06-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-07-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-08-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-09-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-10-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-11-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-12-2020,Core Infrastructure,External Labor,Mexico,"20,501"
01-01-2020,Core Infrastructure,External Labor,New Zealand,"47,239"
01-02-2020,Core Infrastructure,External Labor,New Zealand,"47,239"
01-03-2020,Core Infrastructure,External Labor,New Zealand,"47,239"
01-04-2020,Core Infrastructure,External Labor,New Zealand,"47,336"
01-05-2020,Core Infrastructure,External Labor,New Zealand,"47,336"
01-06-2020,Core Infrastructure,External Labor,New Zealand,"47,336"
01-07-2020,Core Infrastructure,External Labor,New Zealand,"47,239"
01-08-2020,Core Infrastructure,External Labor,New Zealand,"47,239"
01-09-2020,Core Infrastructure,External Labor,New Zealand,"47,239"
01-10-2020,Core Infrastructure,External Labor,New Zealand,"47,336"
01-11-2020,Core Infrastructure,External Labor,New Zealand,"47,336"
01-12-2020,Core Infrastructure,External Labor,New Zealand,"47,336"
01-01-2020,Core Infrastructure,External Labor,USA,"8,47,967"
01-02-2020,Core Infrastructure,External Labor,USA,"4,86,274"
01-03-2020,Core Infrastructure,External Labor,USA,"5,65,703"
01-04-2020,Core Infrastructure,External Labor,USA,"3,79,166"
01-05-2020,Core Infrastructure,External Labor,USA,"15,190"
01-06-2020,Core Infrastructure,External Labor,USA,"15,190"
01-07-2020,Core Infrastructure,External Labor,USA,"15,190"
01-08-2020,Core Infrastructure,External Labor,USA,"15,190"
01-09-2020,Core Infrastructure,External Labor,USA,"15,190"
01-10-2020,Core Infrastructure,External Labor,USA,"15,190"
01-11-2020,Core Infrastructure,External Labor,USA,"15,190"
01-12-2020,Core Infrastructure,External Labor,USA,"15,190"
01-01-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-02-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-03-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-04-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-05-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-06-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-07-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-08-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-09-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-10-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-11-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-12-2020,Core Infrastructure,Hardware,Brazil,"7,308"
01-01-2020,Core Infrastructure,Hardware,Canada,180
01-02-2020,Core Infrastructure,Hardware,Canada,180
01-03-2020,Core Infrastructure,Hardware,Canada,180
01-04-2020,Core Infrastructure,Hardware,Canada,180
01-05-2020,Core Infrastructure,Hardware,Canada,180
01-06-2020,Core Infrastructure,Hardware,Canada,180
01-07-2020,Core Infrastructure,Hardware,Canada,180
01-08-2020,Core Infrastructure,Hardware,Canada,180
01-09-2020,Core Infrastructure,Hardware,Canada,180
01-10-2020,Core Infrastructure,Hardware,Canada,180
01-11-2020,Core Infrastructure,Hardware,Canada,180
01-12-2020,Core Infrastructure,Hardware,Canada,180
01-01-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-02-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-03-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-04-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-05-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-06-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-07-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-08-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-09-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-10-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-11-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-12-2020,Core Infrastructure,Hardware,Mexico,"28,987"
01-01-2020,Core Infrastructure,Hardware,USA,51
01-02-2020,Core Infrastructure,Hardware,USA,51
01-03-2020,Core Infrastructure,Hardware,USA,51
01-04-2020,Core Infrastructure,Hardware,USA,51
01-05-2020,Core Infrastructure,Hardware,USA,51
01-06-2020,Core Infrastructure,Hardware,USA,51
01-07-2020,Core Infrastructure,Hardware,USA,51
01-08-2020,Core Infrastructure,Hardware,USA,51
01-09-2020,Core Infrastructure,Hardware,USA,51
01-10-2020,Core Infrastructure,Hardware,USA,51
01-11-2020,Core Infrastructure,Hardware,USA,51
01-12-2020,Core Infrastructure,Hardware,USA,51
01-01-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-02-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-03-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-04-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-05-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-06-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-07-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-08-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-09-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-10-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-11-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-12-2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
01-01-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-02-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-03-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-04-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-05-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-06-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-07-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-08-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-09-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-10-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-11-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-12-2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
01-01-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-02-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-03-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-04-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-05-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-06-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-07-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-08-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-09-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-10-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-11-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-12-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
01-01-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-02-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-03-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-04-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-05-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-06-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-07-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-08-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-09-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-10-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-11-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-12-2020,Core Infrastructure,Hardware Maintenance,USA,17
01-01-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-02-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-03-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-04-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-05-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-06-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-07-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-08-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-09-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-10-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-11-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-12-2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
01-01-2020,Core Infrastructure,Internal Labor,Mexico,"2,890"
01-02-2020,Core Infrastructure,Internal Labor,Mexico,"2,890"
01-03-2020,Core Infrastructure,Internal Labor,Mexico,"2,932"
01-04-2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
01-05-2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
01-06-2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
01-07-2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
01-08-2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
01-09-2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
01-10-2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
01-11-2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
01-12-2020,Core Infrastructure,Internal Labor,Mexico,"2,819"
01-01-2020,Core Infrastructure,Internal Labor,New Zealand,"30,851"
01-02-2020,Core Infrastructure,Internal Labor,New Zealand,"30,851"
01-03-2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
01-04-2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
01-05-2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
01-06-2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
01-07-2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
01-08-2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
01-09-2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
01-10-2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
01-11-2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
01-12-2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
01-01-2020,Core Infrastructure,Internal Labor,USA,"64,556"
01-02-2020,Core Infrastructure,Internal Labor,USA,"72,014"
01-03-2020,Core Infrastructure,Internal Labor,USA,"70,562"
01-04-2020,Core Infrastructure,Internal Labor,USA,"65,080"
01-05-2020,Core Infrastructure,Internal Labor,USA,"65,023"
01-06-2020,Core Infrastructure,Internal Labor,USA,"65,023"
01-07-2020,Core Infrastructure,Internal Labor,USA,"65,390"
01-08-2020,Core Infrastructure,Internal Labor,USA,"65,384"
01-09-2020,Core Infrastructure,Internal Labor,USA,"65,112"
01-10-2020,Core Infrastructure,Internal Labor,USA,"66,364"
01-11-2020,Core Infrastructure,Internal Labor,USA,"66,082"
01-12-2020,Core Infrastructure,Internal Labor,USA,"65,957"
01-01-2020,Core Infrastructure,Other,Brazil,"37,931"
01-02-2020,Core Infrastructure,Other,Brazil,"37,931"
01-03-2020,Core Infrastructure,Other,Brazil,"37,931"
01-04-2020,Core Infrastructure,Other,Brazil,"37,931"
01-05-2020,Core Infrastructure,Other,Brazil,"37,931"
01-06-2020,Core Infrastructure,Other,Brazil,"37,931"
01-07-2020,Core Infrastructure,Other,Brazil,"37,931"
01-08-2020,Core Infrastructure,Other,Brazil,"37,931"
01-09-2020,Core Infrastructure,Other,Brazil,"37,931"
01-10-2020,Core Infrastructure,Other,Brazil,"37,931"
01-11-2020,Core Infrastructure,Other,Brazil,"37,931"
01-12-2020,Core Infrastructure,Other,Brazil,"37,931"
01-01-2020,Core Infrastructure,Other,Canada,23
01-02-2020,Core Infrastructure,Other,Canada,23
01-03-2020,Core Infrastructure,Other,Canada,23
01-04-2020,Core Infrastructure,Other,Canada,23
01-05-2020,Core Infrastructure,Other,Canada,23
01-06-2020,Core Infrastructure,Other,Canada,23
01-07-2020,Core Infrastructure,Other,Canada,23
01-08-2020,Core Infrastructure,Other,Canada,23
01-09-2020,Core Infrastructure,Other,Canada,23
01-10-2020,Core Infrastructure,Other,Canada,23
01-11-2020,Core Infrastructure,Other,Canada,23
01-12-2020,Core Infrastructure,Other,Canada,23
01-01-2020,Core Infrastructure,Other,Mexico,"9,780"
01-02-2020,Core Infrastructure,Other,Mexico,"9,780"
01-03-2020,Core Infrastructure,Other,Mexico,"9,780"
01-04-2020,Core Infrastructure,Other,Mexico,"9,780"
01-05-2020,Core Infrastructure,Other,Mexico,"9,780"
01-06-2020,Core Infrastructure,Other,Mexico,"9,780"
01-07-2020,Core Infrastructure,Other,Mexico,"9,780"
01-08-2020,Core Infrastructure,Other,Mexico,"9,780"
01-09-2020,Core Infrastructure,Other,Mexico,"9,780"
01-10-2020,Core Infrastructure,Other,Mexico,"9,780"
01-11-2020,Core Infrastructure,Other,Mexico,"9,780"
01-12-2020,Core Infrastructure,Other,Mexico,"9,780"
01-01-2020,Core Infrastructure,Other,New Zealand,194
01-02-2020,Core Infrastructure,Other,New Zealand,194
01-03-2020,Core Infrastructure,Other,New Zealand,194
01-04-2020,Core Infrastructure,Other,New Zealand,194
01-05-2020,Core Infrastructure,Other,New Zealand,194
01-06-2020,Core Infrastructure,Other,New Zealand,194
01-07-2020,Core Infrastructure,Other,New Zealand,194
01-08-2020,Core Infrastructure,Other,New Zealand,194
01-09-2020,Core Infrastructure,Other,New Zealand,194
01-10-2020,Core Infrastructure,Other,New Zealand,194
01-11-2020,Core Infrastructure,Other,New Zealand,194
01-12-2020,Core Infrastructure,Other,New Zealand,194
01-01-2020,Core Infrastructure,Other,USA,810
01-02-2020,Core Infrastructure,Other,USA,810
01-03-2020,Core Infrastructure,Other,USA,810
01-04-2020,Core Infrastructure,Other,USA,810
01-05-2020,Core Infrastructure,Other,USA,810
01-06-2020,Core Infrastructure,Other,USA,810
01-07-2020,Core Infrastructure,Other,USA,660
01-08-2020,Core Infrastructure,Other,USA,660
01-09-2020,Core Infrastructure,Other,USA,660
01-10-2020,Core Infrastructure,Other,USA,660
01-11-2020,Core Infrastructure,Other,USA,660
01-12-2020,Core Infrastructure,Other,USA,660
01-01-2020,Core Infrastructure,Recognition,USA,23
